"Bacterial.Species","Organism.Name","Body.Site","Animal.Species","Date.and.Time","AMIKAC","AMOCLA","AMOXIC","AMPHOT","AMPICI","ANIDUL","AZITHR","BACITR","CASPOF","CEFAZO","CEFOVE","CEFOXI","CEFPOD","CEFTAZ","CEFTIF","CEPALE","CEPHAL","CHLORA","CHLTET","CIPROF","CLARYT","CLINDA","DANOFL","DAPTOM","DOXYCY","ENROFL","ERYTH","FLORFE","FLUCON","FLUCYT","GENTAM","IMIPEN","ITRACO","KANAMY","LINCOM","LINEZO","MARBOF","MICAFU","MINOCY","MOXIFL","NEOMYC","NITRO","NOVOBI","OFLOXA","ORBIFL","OXACIL","OXYTET","PENICI","PIPTAZ","POLYB","POSACO","PRADOF","RIFAMP","SDIMET","SPECT","STREPT","SULTHI","SYNERC","TETRA","TIAMUL","TICARC","TICCLA","TIGECY","TILMIC","TOBRAM","TRISUL","TULATH","TYLO","VANCOM","VORICO"
"S.PSE","Staphylococcus pseudintermediu    ","EARC","CAN","7/22/2017 12:09",NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       2"," =    0.12",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA," >       4",NA,NA," >     0.5"," =       1"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,"<=       1",NA," =       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA," >       1",NA,NA,NA,NA,NA,NA," =       4",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermediu    ","URICATH","CAN","9/7/2013 8:59",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","7/13/2018 8:45","<=       4","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       1","0.5",NA,"<=       1","<=       4",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"<=    0.25","<=    0.12",NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,"16",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","TAI","CAN","7/13/2018 8:43","<=       4","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       1","<=    0.25",NA,"<=       1","<=       4",NA,"1",NA,"4",NA,NA,NA,NA,NA,NA,"4","<=    0.12",NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,"<=       8",NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,">      16",NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EXUD","CAN","9/2/2014 14:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >      16",NA,NA,NA," >       4",NA,NA," =       8"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","9/10/2013 8:47",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      64",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","9/2/2014 8:20",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      64",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","URI","CAN","11/9/2010 16:21","<=       4","<=       4",NA,NA,NA,NA,NA,NA,NA,"<=       4","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,NA,"<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","7/25/2017 13:33","<=      16","<=    0.25",NA,NA," =     0.5",NA,NA,NA,NA,"<=       2"," =    0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA," >     0.5","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA," =       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA," =       2",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA," >       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","10/4/2008 9:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >      16",NA,NA,NA," >       1",NA,NA,NA," >       4"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA," >       4",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SEM","CAN","9/11/2013 15:07","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","URICYST","CAN","7/13/2019 5:33",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","7/25/2017 9:44",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      64",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","9/10/2013 15:36","<=       4"," =    0.25",NA,NA," >       1",NA,NA,NA,NA,"<=       1"," =     0.5","<=       2","<=       2",NA," =     0.5",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA," =     0.5",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","VAG","CAN","11/3/2011 13:55",NA,"<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA," =       8"," =       1"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," =       1",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","EAR","CAN","9/2/2014 14:47",NA,"<=    0.12",NA,NA," =       1",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","CORN","CAN","11/2/2011 8:53",NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      16",NA," >       2",NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       8",NA,NA," >       5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=      64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","9/2/2014 9:57",NA,"<=       2",NA,NA," =      16",NA,NA,NA,NA,NA,NA,NA,NA,NA," =       1","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","VAG","CAN","7/14/2018 9:32","<=       4","0.5",NA,NA,"1",NA,NA,NA,NA,"<=       1","4",NA,"2","8",NA,"4",NA,"8",NA,NA,NA,NA,NA,NA,"8","1",NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,"16",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,">      16",NA,NA,NA,NA,NA,NA,">       4",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","7/12/2019 16:07","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"<=    0.06",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.INT","Staphylococcus intermedius    ","EAR","CAN","2/11/2011 16:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","7/14/2018 15:11","<=       4","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       1","<=    0.25",NA,"<=       1","<=       4",NA,"1",NA,">      32",NA,NA,NA,NA,NA,NA,"<=    0.25","<=    0.12",NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,"<=       8",NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,NA,NA,NA,">       4",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","FLNOS","CAN","9/10/2013 15:38","<=       4","<=    0.12",NA,NA," =     0.5",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EXUD","CAN","11/10/2010 7:41","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA," =       8",NA,NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       1",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","2/5/2013 15:53","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," >      16",NA,NA,NA," >       4",NA,NA," =       8","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","9/4/2014 13:25","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       1",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","7/14/2018 6:47","<=       4","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       1","0.5",NA,"<=       1","<=       4",NA,"1",NA,"8",NA,NA,NA,NA,NA,NA,"0.5","<=    0.12",NA,NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,"16",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"<=       4",NA,NA,NA,NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","ORAS","CAN","9/10/2013 15:42","<=       4","<=    0.12",NA,NA," =     0.5",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       4","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","7/15/2018 10:43","<=       4","0.5",NA,NA,">       8",NA,NA,NA,NA,"<=       1",">       8",NA,"8","16",NA,"8",NA,"8",NA,NA,NA,NA,NA,NA,"8",">       4",NA,NA,NA,NA,">       8","<=       1",NA,NA,NA,NA,">       4",NA,NA,NA,NA,NA,NA,NA,">       8",NA,NA,NA,"<=       8",NA,NA,">       2",NA,NA,NA,NA,NA,NA,">      16",NA,NA,NA,NA,NA,NA,">       4",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","7/29/2016 15:12","<=       4","<=    0.12",NA,NA," =    0.25",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA," >       4",NA,NA,"<=       2","<=    0.25"," >       4",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EAR","CAN","10/6/2007 16:32","<=       4","<=       4",NA,NA," >      16",NA,NA,NA,NA,"<=       2",NA,"<=       2"," =       8",NA," =       4",NA,"<=       2"," =      16",NA,NA,NA," >       2",NA,NA,NA," >       4"," >       4",NA,NA,NA," =       8","<=       1",NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA," >       4"," >       4",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA," =      16","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","WOUS","CAN","7/17/2018 17:12","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2",">      32",NA,NA,NA,">       4",NA,NA,"<=    0.12","<=    0.25",">       4",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"1",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.INT","Staphylococcus intermedius    ","LYMN","CAN","10/6/2007 12:06","<=       4","<=       4",NA,NA," >      16",NA,NA,NA,NA,"<=       2",NA,"<=       2","<=       2",NA," =     0.5",NA,"<=       2"," =       8",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=       2",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","9/4/2014 13:24","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       4",NA,NA,"<=       2"," >       2"," >       4",NA,NA,NA," =       8",NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","HARD","CAN","10/5/2008 13:00","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =       8",NA,NA,NA," >       1",NA,NA,NA," >       4"," >       4",NA,NA,NA," =       4",NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA,NA,NA,NA," >       4",NA,NA,NA,NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,NA,NA,NA,NA,NA," >       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","VAGD","CAN","10/7/2008 14:38","<=       4","<=       4",NA,NA," =     0.5",NA,NA,NA,NA,"<=       8",NA,"<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=    0.25",NA,NA,NA,"<=     0.5","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,"<=       1","<=    0.25",NA,"<=    0.06",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA," >       8",NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SKI","CAN","9/4/2014 13:23","<=       4","<=    0.12",NA,NA,"<=    0.12",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2","<=       4",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA," =     0.5",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =     0.5",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","URI","CAN","11/3/2011 9:08",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA," =    0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," =      64",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","SKI","CAN","11/9/2010 16:44",NA,"<=       4",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       4","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,NA," >      16",NA,NA,NA," >       4",NA,NA," =       4","<=    0.25"," >       4",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =    0.25",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," >       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","EAR","CAN","7/21/2020 14:19","<=      16","<=    0.25",NA,NA,"<=    0.25",NA,NA,NA,NA,"<=       2","0.25",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,">     0.5","<=    0.25","<=    0.25",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,">       2",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,"0.25",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,">       1",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","URIVOID","CAN","7/12/2019 10:17",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermediu    ","SEM","CAN","11/4/2011 16:43","<=       4"," =    0.25",NA,NA," =       1",NA,NA,NA,NA,"<=       1","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,"<=       2"," =       8",NA,NA,NA,"<=     0.5",NA,NA," =       8","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," >       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA," =       1",NA,NA,NA,NA
"S.PSE","Staphylococcus pseudintermedius","SKI","CAN","7/13/2019 15:21","<=      16","<=    0.25",NA,NA,"4",NA,NA,NA,NA,"<=       2","0.12",NA,"<=       2",NA,NA,NA,"<=       2","<=       8",NA,NA,NA,"<=     0.5",NA,NA,"<=    0.12","<=    0.25","0.5",NA,NA,NA,"<=       4","<=       1",NA,NA,NA,NA,"<=       1",NA,"<=     0.5",NA,NA,"<=      16",NA,NA,NA,"<=    0.25",NA,">       8",NA,NA,NA,"<=    0.25","<=       1",NA,NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,"<=       1",NA
"S.PSE","Staphylococcus pseudintermedius","URICYST","CAN","7/14/2018 7:35",NA,"<=       2",NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=     0.5","<=       4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA,NA,NA,"<=       2",NA,NA,NA,NA
"S.INT","Staphylococcus intermedius    ","EAR","CAN","2/10/2011 16:13","<=       4","<=       4",NA,NA," =     0.5",NA,NA,NA,NA,"<=       4","<=    0.25","<=       2","<=       2",NA,"<=    0.25",NA,NA,"<=       4",NA,NA,NA,"<=     0.5",NA,NA,"<=       2","<=    0.25","<=     0.5",NA,NA,NA,"<=       1","<=       1",NA,NA,NA,NA,"<=    0.25",NA,NA,NA,NA,NA,NA,NA,NA,"<=    0.25",NA," =       8",NA,NA,NA,NA,"<=       1",NA,NA,NA,NA,NA,NA,NA,"<=       8","<=       8",NA,NA,NA,"<=     0.5",NA,NA,NA,NA
